Designator,Mid X,Mid Y,Rotation,Layer
R12_6,20.25,-116.6105,0.0,top
R12_5,20.25,-67.6105,0.0,top
R12_4,153.75,-67.6105,0.0,top
R12_3,64.75,-67.6105,0.0,top
R12_2,153.75,-116.6105,0.0,top
R12,109.25,-18.6105,0.0,top
R13_12,63.94,-17.0305,180.0,top
R13_11,108.44,-66.0305,180.0,top
R13_10,19.44,-17.0305,180.0,top
R13_9,108.44,-17.0305,180.0,top
R13_8,152.94,-115.0305,180.0,top
R13_7,63.94,-66.0305,180.0,top
R13_6,19.44,-66.0305,180.0,top
R13_5,152.94,-17.0305,180.0,top
R13_4,63.94,-115.0305,180.0,top
R13_3,108.44,-115.0305,180.0,top
R13_2,19.44,-115.0305,180.0,top
R13,152.94,-66.0305,180.0,top
R4_12,138.425,-21.6255,270.0,top
R4_11,4.925,-119.6255,270.0,top
R4_10,49.425,-70.6255,270.0,top
R4_9,93.925,-70.6255,270.0,top
R4_8,49.425,-21.6255,270.0,top
R4_7,4.925,-21.6255,270.0,top
R4_6,138.425,-119.6255,270.0,top
R4_5,138.425,-70.6255,270.0,top
R4_4,4.925,-70.6255,270.0,top
R4_3,93.925,-21.6255,270.0,top
R4_2,49.425,-119.6255,270.0,top
R4,93.925,-119.6255,270.0,top
R6_12,140.79,-20.8455,180.0,top
R6_11,96.29,-69.8455,180.0,top
R6_10,140.79,-69.8455,180.0,top
R6_9,7.29,-20.8455,180.0,top
R6_8,51.79,-69.8455,180.0,top
R6_7,140.79,-118.8455,180.0,top
R6_6,96.29,-118.8455,180.0,top
R6_5,96.29,-20.8455,180.0,top
R6_4,51.79,-20.8455,180.0,top
R6_3,51.79,-118.8455,180.0,top
R6_2,7.29,-118.8455,180.0,top
R6,7.29,-69.8455,180.0,top
SW1_12,11.725,-47.638,180.0,top
SW1_11,56.225,-47.638,180.0,top
SW1_10,11.725,-145.638,180.0,top
SW1_9,145.225,-47.638,180.0,top
SW1_8,56.225,-96.638,180.0,top
SW1_7,100.725,-96.638,180.0,top
SW1_6,56.225,-145.638,180.0,top
SW1_5,11.725,-96.638,180.0,top
SW1_4,100.725,-47.638,180.0,top
SW1_3,145.225,-145.638,180.0,top
SW1_2,145.225,-96.638,180.0,top
SW1,100.725,-145.638,180.0,top
SW2_12,75.5,-96.638,180.0,top
SW2_11,31.0,-145.638,180.0,top
SW2_10,164.5,-96.638,180.0,top
SW2_9,75.5,-145.638,180.0,top
SW2_8,120.0,-47.638,180.0,top
SW2_7,120.0,-96.638,180.0,top
SW2_6,75.5,-47.638,180.0,top
SW2_5,31.0,-96.638,180.0,top
SW2_4,164.5,-47.638,180.0,top
SW2_3,31.0,-47.638,180.0,top
SW2_2,120.0,-145.638,180.0,top
SW2,164.5,-145.638,180.0,top
SW5_12,51.61,-13.148,0.0,top
SW5_11,96.11,-111.148,0.0,top
SW5_10,51.61,-111.148,0.0,top
SW5_9,7.11,-111.148,0.0,top
SW5_8,140.61,-13.148,0.0,top
SW5_7,96.11,-62.148,0.0,top
SW5_6,140.61,-111.148,0.0,top
SW5_5,51.61,-62.148,0.0,top
SW5_4,7.11,-13.148,0.0,top
SW5_3,140.61,-62.148,0.0,top
SW5_2,7.11,-62.148,0.0,top
SW5,96.11,-13.148,0.0,top
U101_12,96.3375,-67.1755,0.0,top
U101_11,51.8375,-116.1755,0.0,top
U101_10,7.3375,-67.1755,0.0,top
U101_9,51.8375,-18.1755,0.0,top
U101_8,96.3375,-18.1755,0.0,top
U101_7,51.8375,-67.1755,0.0,top
U101_6,96.3375,-116.1755,0.0,top
U101_5,140.8375,-18.1755,0.0,top
U101_4,7.3375,-116.1755,0.0,top
U101_3,140.8375,-116.1755,0.0,top
U101_2,140.8375,-67.1755,0.0,top
U101,7.3375,-18.1755,0.0,top
U2_12,154.7,-76.3005,270.0,top
U2_11,110.2,-125.3005,270.0,top
U2_10,21.2,-76.3005,270.0,top
U2_9,110.2,-27.3005,270.0,top
U2_8,21.2,-27.3005,270.0,top
U2_7,21.2,-125.3005,270.0,top
U2_6,110.2,-76.3005,270.0,top
U2_5,65.7,-27.3005,270.0,top
U2_4,154.7,-27.3005,270.0,top
U2_3,154.7,-125.3005,270.0,top
U2_2,65.7,-125.3005,270.0,top
U2,65.7,-76.3005,270.0,top
